game_id,season,week,season_type,date,neutral_site,conference_game,home_team,away_team,home_conference,away_conference,home_division,away_division,home_points,away_points,spread_home,n_books_spread,ml_home,ml_away,n_books_ml,dog,dog_team,fav_team,dog_conference,fav_conference,dog_line,dog_line_open,dog_spread_price,fav_spread_price,dog_ml,fav_ml,dog_source,dog_margin,dog_rest,fav_rest
400547857,2014,4,regular,2014-09-20,FALSE,FALSE,Kansas,Central Michigan,Big 12,Mid-American,fbs,fbs,24,10,-5.5,28,-220.0,180.0,14,away,Central Michigan,Kansas,Mid-American,Big 12,5.5,3.0,-110.0,-110.0,180.0,-220.0,spread,-14.0,7,7
400547858,2014,4,regular,2014-09-20,FALSE,TRUE,West Virginia,Oklahoma,Big 12,Big 12,fbs,fbs,33,45,7.5,28,254.0,-304.9,14,home,West Virginia,Oklahoma,Big 12,Big 12,7.5,10.5,-108.0,-110.0,254.0,-304.9,spread,-12.0,7,6
400547859,2014,5,regular,2014-09-25,FALSE,TRUE,Oklahoma State,Texas Tech,Big 12,Big 12,fbs,fbs,45,35,-14.5,28,-600.0,460.0,12,away,Texas Tech,Oklahoma State,Big 12,Big 12,14.5,15.0,-110.0,-110.0,460.0,-600.0,spread,-10.0,12,12
400547860,2014,5,regular,2014-09-28,FALSE,TRUE,Iowa State,Baylor,Big 12,Big 12,fbs,fbs,28,49,21.0,28,855.0,-1324.5,12,home,Iowa State,Baylor,Big 12,Big 12,21.0,22.5,-110.0,-110.0,855.0,-1324.5,spread,-21.0,15,15
400547861,2014,5,regular,2014-09-27,FALSE,FALSE,Kansas State,UTEP,Big 12,Conference USA,fbs,fbs,58,28,-27.5,28,-4000.0,1520.0,7,away,UTEP,Kansas State,Conference USA,Big 12,27.5,30.0,-110.0,-110.0,1520.0,-4000.0,spread,-30.0,13,9
400547862,2014,5,regular,2014-09-27,FALSE,TRUE,Kansas,Texas,Big 12,Big 12,fbs,fbs,0,23,10.0,28,335.0,-410.0,12,home,Kansas,Texas,Big 12,Big 12,10.0,14.5,-110.0,-110.0,335.0,-410.0,spread,-23.0,7,13
400547863,2014,6,regular,2014-10-04,FALSE,TRUE,Oklahoma State,Iowa State,Big 12,Big 12,fbs,fbs,37,20,-16.5,28,-750.0,550.0,12,away,Iowa State,Oklahoma State,Big 12,Big 12,16.5,17.0,-110.0,-110.0,550.0,-750.0,spread,-17.0,6,9
400547864,2014,6,regular,2014-10-04,FALSE,TRUE,Kansas State,Texas Tech,Big 12,Big 12,fbs,fbs,45,13,-14.0,28,-500.0,400.0,13,away,Texas Tech,Kansas State,Big 12,Big 12,14.0,12.5,-109.0,-110.0,400.0,-500.0,spread,-32.0,9,7
400547865,2014,6,regular,2014-10-04,FALSE,TRUE,Texas,Baylor,Big 12,Big 12,fbs,fbs,7,28,14.0,28,420.0,-520.0,13,home,Texas,Baylor,Big 12,Big 12,14.0,13.0,-109.0,-109.0,420.0,-520.0,spread,-21.0,7,6
400547866,2014,6,regular,2014-10-04,FALSE,TRUE,West Virginia,Kansas,Big 12,Big 12,fbs,fbs,33,14,-27.0,28,-4200.0,1650.0,7,away,Kansas,West Virginia,Big 12,Big 12,27.0,23.5,-110.0,-110.0,1650.0,-4200.0,spread,-19.0,7,14
400547867,2014,6,regular,2014-10-04,FALSE,TRUE,TCU,Oklahoma,Big 12,Big 12,fbs,fbs,37,33,3.25,28,142.5,-162.5,14,home,TCU,Oklahoma,Big 12,Big 12,3.25,5.0,-110.0,-108.0,142.5,-162.5,spread,4.0,7,14
400547868,2014,7,regular,2014-10-11,FALSE,TRUE,Baylor,TCU,Big 12,Big 12,fbs,fbs,61,58,-7.0,28,-272.5,230.0,14,away,TCU,Baylor,Big 12,Big 12,7.0,10.5,-107.4,-111.5,230.0,-272.5,spread,-3.0,7,7
400547869,2014,7,regular,2014-10-11,FALSE,TRUE,Texas Tech,West Virginia,Big 12,Big 12,fbs,fbs,34,37,6.0,28,195.0,-230.0,14,home,Texas Tech,West Virginia,Big 12,Big 12,6.0,3.5,-110.0,-110.0,195.0,-230.0,spread,-3.0,7,7
400547870,2014,7,regular,2014-10-11,TRUE,TRUE,Oklahoma,Texas,Big 12,Big 12,fbs,fbs,31,26,-16.75,28,-800.0,567.5,12,away,Texas,Oklahoma,Big 12,Big 12,16.75,14.5,-110.0,-110.0,567.5,-800.0,spread,-5.0,7,7
400547871,2014,7,regular,2014-10-11,FALSE,TRUE,Kansas,Oklahoma State,Big 12,Big 12,fbs,fbs,20,27,19.5,28,750.0,-1100.0,12,home,Kansas,Oklahoma State,Big 12,Big 12,19.5,20.5,-110.0,-110.0,750.0,-1100.0,spread,-7.0,7,7
400547872,2014,7,regular,2014-10-11,FALSE,FALSE,Iowa State,Toledo,Big 12,Mid-American,fbs,fbs,37,30,-3.5,28,-172.0,152.5,14,away,Toledo,Iowa State,Mid-American,Big 12,3.5,5.5,-110.0,-110.0,152.5,-172.0,spread,-7.0,7,7
400547873,2014,8,regular,2014-10-18,FALSE,TRUE,Texas Tech,Kansas,Big 12,Big 12,fbs,fbs,34,21,-12.0,28,-440.0,370.0,13,away,Kansas,Texas Tech,Big 12,Big 12,12.0,14.5,-110.0,-110.0,370.0,-440.0,spread,-13.0,7,7
400547874,2014,8,regular,2014-10-18,FALSE,TRUE,West Virginia,Baylor,Big 12,Big 12,fbs,fbs,41,27,8.0,28,252.5,-310.0,14,home,West Virginia,Baylor,Big 12,Big 12,8.0,8.0,-110.0,-110.0,252.5,-310.0,spread,14.0,7,7
400547875,2014,8,regular,2014-10-19,FALSE,TRUE,Texas,Iowa State,Big 12,Big 12,fbs,fbs,48,45,-10.5,28,-425.0,340.0,13,away,Iowa State,Texas,Big 12,Big 12,10.5,10.5,-110.0,-110.0,340.0,-425.0,spread,-3.0,8,8
400547876,2014,8,regular,2014-10-18,FALSE,TRUE,TCU,Oklahoma State,Big 12,Big 12,fbs,fbs,42,9,-10.5,28,-400.0,317.5,14,away,Oklahoma State,TCU,Big 12,Big 12,10.5,10.0,-110.0,-110.0,317.5,-400.0,spread,-33.0,7,7
400547877,2014,8,regular,2014-10-18,FALSE,TRUE,Oklahoma,Kansas State,Big 12,Big 12,fbs,fbs,30,31,-7.0,28,-272.5,230.0,14,away,Kansas State,Oklahoma,Big 12,Big 12,7.0,10.0,-115.0,-105.0,230.0,-272.5,spread,1.0,14,7
400547878,2014,9,regular,2014-10-25,FALSE,TRUE,Kansas State,Texas,Big 12,Big 12,fbs,fbs,23,0,-9.5,28,-354.9,290.0,14,away,Texas,Kansas State,Big 12,Big 12,9.5,9.5,-109.5,-110.0,290.0,-354.9,spread,-23.0,6,7
400547879,2014,9,regular,2014-10-25,FALSE,TRUE,Oklahoma State,West Virginia,Big 12,Big 12,fbs,fbs,10,34,3.0,28,125.0,-145.0,13,home,Oklahoma State,West Virginia,Big 12,Big 12,3.0,,-110.0,-108.0,125.0,-145.0,spread,-24.0,7,7
400547880,2014,9,regular,2014-10-25,FALSE,TRUE,TCU,Texas Tech,Big 12,Big 12,fbs,fbs,82,27,-24.5,28,-2200.0,1200.0,11,away,Texas Tech,TCU,Big 12,Big 12,24.5,20.5,-110.0,-110.0,1200.0,-2200.0,spread,-55.0,7,7
400547881,2014,10,regular,2014-11-01,FALSE,TRUE,Texas Tech,Texas,Big 12,Big 12,fbs,fbs,13,34,4.0,28,155.0,-178.0,14,home,Texas Tech,Texas,Big 12,Big 12,4.0,5.0,-110.0,-110.0,155.0,-178.0,spread,-21.0,7,7
400547882,2014,10,regular,2014-11-02,FALSE,TRUE,Kansas State,Oklahoma State,Big 12,Big 12,fbs,fbs,48,14,-13.0,28,-500.0,375.0,13,away,Oklahoma State,Kansas State,Big 12,Big 12,13.0,13.0,-106.5,-110.0,375.0,-500.0,spread,-34.0,8,8
400547883,2014,10,regular,2014-11-01,FALSE,TRUE,Iowa State,Oklahoma,Big 12,Big 12,fbs,fbs,14,59,15.5,28,525.0,-700.0,12,home,Iowa State,Oklahoma,Big 12,Big 12,15.5,16.0,-110.0,-110.0,525.0,-700.0,spread,-45.0,13,14
400547884,2014,10,regular,2014-11-01,FALSE,TRUE,Baylor,Kansas,Big 12,Big 12,fbs,fbs,60,14,-34.5,28,-23000.0,8500.0,1,away,Kansas,Baylor,Big 12,Big 12,34.5,34.5,-110.0,-110.0,8500.0,-23000.0,spread,-46.0,14,14
400547885,2014,10,regular,2014-11-01,FALSE,TRUE,West Virginia,TCU,Big 12,Big 12,fbs,fbs,30,31,3.5,28,141.0,-160.0,14,home,West Virginia,TCU,Big 12,Big 12,3.5,5.0,-111.5,-105.0,141.0,-160.0,spread,-1.0,7,7
400547886,2014,11,regular,2014-11-09,FALSE,TRUE,TCU,Kansas State,Big 12,Big 12,fbs,fbs,41,20,-6.5,28,-259.0,220.0,14,away,Kansas State,TCU,Big 12,Big 12,6.5,5.5,-110.0,-110.0,220.0,-259.0,spread,-21.0,7,8
400547887,2014,11,regular,2014-11-08,FALSE,TRUE,Kansas,Iowa State,Big 12,Big 12,fbs,fbs,34,14,2.0,28,112.0,-130.0,14,home,Kansas,Iowa State,Big 12,Big 12,2.0,5.5,-110.0,-110.0,112.0,-130.0,spread,20.0,7,7
400547888,2014,11,regular,2014-11-08,FALSE,TRUE,Oklahoma,Baylor,Big 12,Big 12,fbs,fbs,14,48,-5.5,28,-220.0,185.0,14,away,Baylor,Oklahoma,Big 12,Big 12,5.5,4.0,-110.0,-110.0,185.0,-220.0,spread,34.0,7,7
400547889,2014,11,regular,2014-11-08,FALSE,TRUE,Texas,West Virginia,Big 12,Big 12,fbs,fbs,33,16,3.0,28,130.0,-150.0,14,home,Texas,West Virginia,Big 12,Big 12,3.0,4.0,-111.0,-105.0,130.0,-150.0,spread,17.0,7,7
400547890,2014,12,regular,2014-11-15,FALSE,TRUE,Texas Tech,Oklahoma,Big 12,Big 12,fbs,fbs,30,42,14.0,28,425.0,-530.0,13,home,Texas Tech,Oklahoma,Big 12,Big 12,14.0,13.0,-110.0,-110.0,425.0,-530.0,spread,-12.0,14,7
400547891,2014,12,regular,2014-11-16,FALSE,TRUE,Oklahoma State,Texas,Big 12,Big 12,fbs,fbs,7,28,1.5,28,100.0,-120.0,13,home,Oklahoma State,Texas,Big 12,Big 12,1.5,,-110.0,-110.0,100.0,-120.0,spread,-21.0,14,8
400547892,2014,12,regular,2014-11-15,FALSE,TRUE,Kansas,TCU,Big 12,Big 12,fbs,fbs,30,34,28.0,28,2100.0,-7000.0,2,home,Kansas,TCU,Big 12,Big 12,28.0,26.5,-110.0,-110.0,2100.0,-7000.0,spread,-4.0,7,6
400547893,2014,13,regular,2014-11-21,FALSE,TRUE,West Virginia,Kansas State,Big 12,Big 12,fbs,fbs,20,26,-2.5,28,-135.0,115.0,13,away,Kansas State,West Virginia,Big 12,Big 12,2.5,0.0,-106.0,-112.4,115.0,-135.0,spread,6.0,12,13
400547894,2014,13,regular,2014-11-22,FALSE,TRUE,Oklahoma,Kansas,Big 12,Big 12,fbs,fbs,44,7,-26.0,28,-3500.0,1750.0,3,away,Kansas,Oklahoma,Big 12,Big 12,26.0,25.0,-110.0,-110.0,1750.0,-3500.0,spread,-37.0,7,7
400547895,2014,13,regular,2014-11-22,FALSE,TRUE,Iowa State,Texas Tech,Big 12,Big 12,fbs,fbs,31,34,0.0,28,-115.0,-102.4,12,away,Texas Tech,Iowa State,Big 12,Big 12,0.0,,-110.0,-110.0,-102.4,-115.0,moneyline,3.0,7,14
400547896,2014,13,regular,2014-11-23,FALSE,TRUE,Baylor,Oklahoma State,Big 12,Big 12,fbs,fbs,49,28,-32.75,28,-3700.0,1500.0,5,away,Oklahoma State,Baylor,Big 12,Big 12,32.75,27.0,-110.0,-110.0,1500.0,-3700.0,spread,-21.0,7,15
400547897,2014,14,regular,2014-11-28,FALSE,TRUE,Texas,TCU,Big 12,Big 12,fbs,fbs,10,48,5.0,28,180.0,-207.5,14,home,Texas,TCU,Big 12,Big 12,5.0,7.0,-110.0,-110.0,180.0,-207.5,spread,-38.0,12,13
400547898,2014,14,regular,2014-11-29,FALSE,TRUE,Iowa State,West Virginia,Big 12,Big 12,fbs,fbs,24,37,10.0,28,298.0,-360.0,14,home,Iowa State,West Virginia,Big 12,Big 12,10.0,13.0,-110.0,-110.0,298.0,-360.0,spread,-13.0,7,8
400547899,2014,14,regular,2014-11-29,TRUE,TRUE,Texas Tech,Baylor,Big 12,Big 12,fbs,fbs,46,48,26.5,28,1430.0,-3000.0,11,home,Texas Tech,Baylor,Big 12,Big 12,26.5,23.5,-109.0,-110.0,1430.0,-3000.0,spread,-2.0,7,6
400547900,2014,14,regular,2014-11-29,FALSE,TRUE,Kansas State,Kansas,Big 12,Big 12,fbs,fbs,51,13,-26.5,28,-4000.0,1550.0,5,away,Kansas,Kansas State,Big 12,Big 12,26.5,28.0,-105.0,-112.4,1550.0,-4000.0,spread,-38.0,7,8
400547901,2014,15,regular,2014-12-06,FALSE,TRUE,Oklahoma,Oklahoma State,Big 12,Big 12,fbs,fbs,35,38,-19.5,28,-1055.0,755.0,11,away,Oklahoma State,Oklahoma,Big 12,Big 12,19.5,20.0,-110.0,-110.0,755.0,-1055.0,spread,3.0,13,14
400547902,2014,15,regular,2014-12-06,FALSE,TRUE,TCU,Iowa State,Big 12,Big 12,fbs,fbs,55,3,-35.0,28,-25000.0,9000.0,2,away,Iowa State,TCU,Big 12,Big 12,35.0,30.0,-110.0,-110.0,9000.0,-25000.0,spread,-52.0,7,8
400547903,2014,15,regular,2014-12-07,FALSE,TRUE,Baylor,Kansas State,Big 12,Big 12,fbs,fbs,38,27,-7.0,28,-270.0,230.0,14,away,Kansas State,Baylor,Big 12,Big 12,7.0,7.0,-110.0,-106.5,230.0,-270.0,spread,-11.0,8,8
400547904,2014,1,regular,2014-08-30,FALSE,FALSE,Illinois,Youngstown State,Big Ten,MVFC,fbs,fcs,28,17,-17.0,26,-874.3,600.0,2,away,Youngstown State,Illinois,MVFC,Big Ten,17.0,10.5,-110.0,-110.0,600.0,-874.3,spread,-11.0,,
400547905,2014,2,regular,2014-09-06,FALSE,FALSE,Illinois,Western Kentucky,Big Ten,Conference USA,fbs,fbs,42,34,-3.5,28,-164.5,142.5,14,away,Western Kentucky,Illinois,Conference USA,Big Ten,3.5,6.0,-115.0,-105.0,142.5,-164.5,spread,-8.0,8,7
400547906,2014,3,regular,2014-09-13,FALSE,FALSE,Washington,Illinois,Pac-12,Big Ten,fbs,fbs,44,19,-13.0,28,-500.0,405.0,13,away,Illinois,Washington,Big Ten,Pac-12,13.0,14.5,-110.0,-110.0,405.0,-500.0,spread,-25.0,7,7
400547907,2014,4,regular,2014-09-20,FALSE,FALSE,Illinois,Texas State,Big Ten,Sun Belt,fbs,fbs,42,35,-10.5,28,-410.0,340.0,13,away,Texas State,Illinois,Sun Belt,Big Ten,10.5,15.0,-110.0,-110.0,340.0,-410.0,spread,-7.0,6,7
400547908,2014,5,regular,2014-09-28,FALSE,TRUE,Nebraska,Illinois,Big Ten,Big Ten,fbs,fbs,45,14,-21.25,28,-1298.1,855.0,12,away,Illinois,Nebraska,Big Ten,Big Ten,21.25,18.0,-110.0,-110.0,855.0,-1298.1,spread,-31.0,8,7
400547909,2014,6,regular,2014-10-04,FALSE,TRUE,Illinois,Purdue,Big Ten,Big Ten,fbs,fbs,27,38,-10.0,28,-392.4,320.0,14,away,Purdue,Illinois,Big Ten,Big Ten,10.0,10.5,-110.0,-106.5,320.0,-392.4,spread,11.0,7,6
400547910,2014,7,regular,2014-10-11,FALSE,TRUE,Wisconsin,Illinois,Big Ten,Big Ten,fbs,fbs,38,28,-27.0,28,-3200.0,1500.0,11,away,Illinois,Wisconsin,Big Ten,Big Ten,27.0,24.5,-109.0,-110.0,1500.0,-3200.0,spread,-10.0,7,7
400547911,2014,9,regular,2014-10-25,FALSE,TRUE,Illinois,Minnesota,Big Ten,Big Ten,fbs,fbs,28,24,3.5,28,155.0,-175.0,14,home,Illinois,Minnesota,Big Ten,Big Ten,3.5,6.0,-105.0,-110.0,155.0,-175.0,spread,4.0,14,7
400547913,2014,12,regular,2014-11-15,FALSE,TRUE,Illinois,Iowa,Big Ten,Big Ten,fbs,fbs,14,30,5.5,28,182.0,-217.5,14,home,Illinois,Iowa,Big Ten,Big Ten,5.5,5.0,-110.0,-110.0,182.0,-217.5,spread,-16.0,13,7
400547914,2014,13,regular,2014-11-22,FALSE,TRUE,Illinois,Penn State,Big Ten,Big Ten,fbs,fbs,16,14,5.5,28,180.0,-220.0,14,home,Illinois,Penn State,Big Ten,Big Ten,5.5,5.5,-110.0,-110.0,180.0,-220.0,spread,2.0,7,7
400547915,2014,14,regular,2014-11-29,FALSE,TRUE,Northwestern,Illinois,Big Ten,Big Ten,fbs,fbs,33,47,-7.0,28,-290.0,240.0,14,away,Illinois,Northwestern,Big Ten,Big Ten,7.0,9.0,-110.0,-110.0,240.0,-290.0,spread,14.0,7,7
400547916,2014,1,regular,2014-08-30,FALSE,FALSE,Indiana,Indiana State,Big Ten,MVFC,fbs,fcs,28,10,-33.0,10,-13500.0,5500.0,1,away,Indiana State,Indiana,MVFC,Big Ten,33.0,33.0,-110.0,-110.0,5500.0,-13500.0,spread,-18.0,,
400547917,2014,3,regular,2014-09-13,FALSE,FALSE,Bowling Green,Indiana,Mid-American,Big Ten,fbs,fbs,45,42,8.5,28,270.0,-327.5,14,home,Bowling Green,Indiana,Mid-American,Big Ten,8.5,6.0,-110.0,-110.0,270.0,-327.5,spread,3.0,7,14
400547919,2014,5,regular,2014-09-27,FALSE,TRUE,Indiana,Maryland,Big Ten,Big Ten,fbs,fbs,15,37,-2.5,28,-135.0,118.0,14,away,Maryland,Indiana,Big Ten,Big Ten,2.5,3.5,-110.0,-110.0,118.0,-135.0,spread,22.0,7,7
400547920,2014,6,regular,2014-10-04,FALSE,FALSE,Indiana,North Texas,Big Ten,Conference USA,fbs,fbs,49,24,-11.0,28,-415.0,330.0,13,away,North Texas,Indiana,Conference USA,Big Ten,11.0,13.5,-110.0,-110.0,330.0,-415.0,spread,-25.0,14,7
400547922,2014,8,regular,2014-10-18,FALSE,TRUE,Indiana,Michigan State,Big Ten,Big Ten,fbs,fbs,17,56,16.0,28,525.0,-700.0,12,home,Indiana,Michigan State,Big Ten,Big Ten,16.0,14.0,-110.0,-110.0,525.0,-700.0,spread,-39.0,7,7
400547923,2014,10,regular,2014-11-01,FALSE,TRUE,Michigan,Indiana,Big Ten,Big Ten,fbs,fbs,34,10,-7.5,28,-290.0,242.5,14,away,Indiana,Michigan,Big Ten,Big Ten,7.5,8.5,-108.5,-110.0,242.5,-290.0,spread,-24.0,14,7
400547924,2014,11,regular,2014-11-08,FALSE,TRUE,Indiana,Penn State,Big Ten,Big Ten,fbs,fbs,7,13,6.0,28,205.0,-245.0,14,home,Indiana,Penn State,Big Ten,Big Ten,6.0,4.0,-106.5,-110.0,205.0,-245.0,spread,-6.0,7,7
400547925,2014,12,regular,2014-11-15,FALSE,TRUE,Rutgers,Indiana,Big Ten,Big Ten,fbs,fbs,45,23,-9.0,28,-347.5,282.5,14,away,Indiana,Rutgers,Big Ten,Big Ten,9.0,6.0,-110.0,-110.0,282.5,-347.5,spread,-22.0,7,14
400547926,2014,13,regular,2014-11-22,FALSE,TRUE,Ohio State,Indiana,Big Ten,Big Ten,fbs,fbs,42,27,-36.25,28,-23000.0,8500.0,1,away,Indiana,Ohio State,Big Ten,Big Ten,36.25,30.5,-110.0,-110.0,8500.0,-23000.0,spread,-15.0,7,7
400547929,2014,2,regular,2014-09-06,FALSE,FALSE,Iowa,Ball State,Big Ten,Mid-American,fbs,fbs,17,13,-17.75,28,-877.4,636.5,12,away,Ball State,Iowa,Mid-American,Big Ten,17.75,17.0,-110.0,-110.0,636.5,-877.4,spread,-4.0,7,7
400547930,2014,5,regular,2014-09-27,FALSE,TRUE,Purdue,Iowa,Big Ten,Big Ten,fbs,fbs,10,24,7.75,28,260.0,-318.5,14,home,Purdue,Iowa,Big Ten,Big Ten,7.75,13.5,-109.0,-110.0,260.0,-318.5,spread,-14.0,7,7
400547931,2014,8,regular,2014-10-18,FALSE,TRUE,Maryland,Iowa,Big Ten,Big Ten,fbs,fbs,38,31,-4.0,28,-172.5,152.5,14,away,Iowa,Maryland,Big Ten,Big Ten,4.0,2.5,-110.0,-110.0,152.5,-172.5,spread,-7.0,7,14
400547932,2014,10,regular,2014-11-01,FALSE,TRUE,Iowa,Northwestern,Big Ten,Big Ten,fbs,fbs,48,7,-3.5,28,-170.0,145.0,14,away,Northwestern,Iowa,Big Ten,Big Ten,3.5,5.5,-110.0,-110.0,145.0,-170.0,spread,-41.0,14,14
400547933,2014,11,regular,2014-11-08,FALSE,TRUE,Minnesota,Iowa,Big Ten,Big Ten,fbs,fbs,51,14,1.5,28,105.0,-125.0,13,home,Minnesota,Iowa,Big Ten,Big Ten,1.5,,-110.0,-110.0,105.0,-125.0,spread,37.0,14,7
400547934,2014,13,regular,2014-11-22,FALSE,TRUE,Iowa,Wisconsin,Big Ten,Big Ten,fbs,fbs,24,26,8.0,28,260.0,-310.0,13,home,Iowa,Wisconsin,Big Ten,Big Ten,8.0,9.5,-110.0,-110.0,260.0,-310.0,spread,-2.0,7,7
400547935,2014,14,regular,2014-11-28,FALSE,TRUE,Iowa,Nebraska,Big Ten,Big Ten,fbs,fbs,34,37,-1.5,28,-125.0,105.0,13,away,Nebraska,Iowa,Big Ten,Big Ten,1.5,1.5,-110.0,-110.0,105.0,-125.0,spread,3.0,6,6
400547936,2014,1,regular,2014-08-30,FALSE,FALSE,Maryland,James Madison,Big Ten,CAA,fbs,fcs,52,7,-24.5,26,-3535.7,1450.0,2,away,James Madison,Maryland,CAA,Big Ten,24.5,22.0,-110.0,-110.0,1450.0,-3535.7,spread,-45.0,,
400547937,2014,6,regular,2014-10-04,FALSE,TRUE,Maryland,Ohio State,Big Ten,Big Ten,fbs,fbs,24,52,6.0,28,205.0,-243.5,14,home,Maryland,Ohio State,Big Ten,Big Ten,6.0,8.5,-110.0,-109.5,205.0,-243.5,spread,-28.0,7,7
400547938,2014,9,regular,2014-10-25,FALSE,TRUE,Wisconsin,Maryland,Big Ten,Big Ten,fbs,fbs,52,7,-9.5,28,-350.0,282.5,14,away,Maryland,Wisconsin,Big Ten,Big Ten,9.5,10.0,-110.0,-109.0,282.5,-350.0,spread,-45.0,7,14
400547939,2014,10,regular,2014-11-01,FALSE,TRUE,Penn State,Maryland,Big Ten,Big Ten,fbs,fbs,19,20,-3.0,28,-165.0,145.0,14,away,Maryland,Penn State,Big Ten,Big Ten,3.0,2.5,-105.0,-110.0,145.0,-165.0,spread,1.0,7,6
400547940,2014,12,regular,2014-11-16,FALSE,TRUE,Maryland,Michigan State,Big Ten,Big Ten,fbs,fbs,15,37,10.5,28,335.0,-410.0,13,home,Maryland,Michigan State,Big Ten,Big Ten,10.5,10.5,-110.0,-110.0,335.0,-410.0,spread,-22.0,15,7
400547941,2014,13,regular,2014-11-22,FALSE,TRUE,Michigan,Maryland,Big Ten,Big Ten,fbs,fbs,16,23,-6.5,28,-247.5,210.0,14,away,Maryland,Michigan,Big Ten,Big Ten,6.5,4.5,-110.0,-109.0,210.0,-247.5,spread,7.0,6,14
400547942,2014,14,regular,2014-11-29,FALSE,TRUE,Maryland,Rutgers,Big Ten,Big Ten,fbs,fbs,38,41,-7.5,28,-300.0,250.0,14,away,Rutgers,Maryland,Big Ten,Big Ten,7.5,8.5,-110.0,-110.0,250.0,-300.0,spread,3.0,7,7
400547943,2014,1,regular,2014-08-30,FALSE,FALSE,Michigan,App State,Big Ten,Sun Belt,fbs,fbs,52,14,-28.0,52,-2150.0,2500.0,3,away,App State,Michigan,Sun Belt,Big Ten,28.0,27.0,-110.0,-110.0,2500.0,-2150.0,spread,-38.0,,
400547944,2014,2,regular,2014-09-06,FALSE,FALSE,Notre Dame,Michigan,FBS Independents,Big Ten,fbs,fbs,31,0,-4.0,28,-185.0,161.5,14,away,Michigan,Notre Dame,Big Ten,FBS Independents,4.0,5.5,-110.0,-110.0,161.5,-185.0,spread,-31.0,7,7
400547945,2014,3,regular,2014-09-13,FALSE,FALSE,Michigan,Miami (OH),Big Ten,Mid-American,fbs,fbs,34,10,-32.0,28,-13500.0,5500.0,1,away,Miami (OH),Michigan,Mid-American,Big Ten,32.0,31.0,-110.0,-110.0,5500.0,-13500.0,spread,-24.0,7,7
400547946,2014,4,regular,2014-09-20,FALSE,FALSE,Michigan,Utah,Big Ten,Pac-12,fbs,fbs,10,26,-3.0,28,-145.5,125.5,14,away,Utah,Michigan,Pac-12,Big Ten,3.0,6.5,-115.0,-105.0,125.5,-145.5,spread,16.0,14,7
400547948,2014,7,regular,2014-10-11,FALSE,TRUE,Michigan,Penn State,Big Ten,Big Ten,fbs,fbs,18,13,-2.5,28,-135.0,118.0,13,away,Penn State,Michigan,Big Ten,Big Ten,2.5,,-110.0,-110.0,118.0,-135.0,spread,-5.0,14,7
400547949,2014,9,regular,2014-10-25,FALSE,TRUE,Michigan State,Michigan,Big Ten,Big Ten,fbs,fbs,35,11,-16.5,28,-750.0,550.0,13,away,Michigan,Michigan State,Big Ten,Big Ten,16.5,16.0,-110.0,-107.0,550.0,-750.0,spread,-24.0,14,7
400547950,2014,11,regular,2014-11-08,FALSE,TRUE,Northwestern,Michigan,Big Ten,Big Ten,fbs,fbs,9,10,1.5,28,110.0,-125.0,13,home,Northwestern,Michigan,Big Ten,Big Ten,1.5,,-110.0,-110.0,110.0,-125.0,spread,-1.0,7,7
400547951,2014,14,regular,2014-11-29,FALSE,TRUE,Ohio State,Michigan,Big Ten,Big Ten,fbs,fbs,42,28,-21.0,28,-1237.4,855.0,12,away,Michigan,Ohio State,Big Ten,Big Ten,21.0,20.0,-110.0,-107.0,855.0,-1237.4,spread,-14.0,7,7
400547952,2014,1,regular,2014-08-29,FALSE,FALSE,Michigan State,Jacksonville State,Big Ten,OVC,fbs,fcs,45,7,-34.5,26,-219.0,4295.5,2,away,Jacksonville State,Michigan State,OVC,Big Ten,34.5,29.5,-110.0,-110.0,4295.5,-219.0,spread,-38.0,,
400547953,2014,2,regular,2014-09-06,FALSE,FALSE,Oregon,Michigan State,Pac-12,Big Ten,fbs,fbs,46,27,-14.0,28,-534.8,425.0,12,away,Michigan State,Oregon,Big Ten,Pac-12,14.0,12.0,-110.0,-108.5,425.0,-534.8,spread,-19.0,8,6
400547954,2014,4,regular,2014-09-20,FALSE,FALSE,Michigan State,Eastern Michigan,Big Ten,Mid-American,fbs,fbs,73,14,-43.5,28,-135000.0,45000.0,1,away,Eastern Michigan,Michigan State,Mid-American,Big Ten,43.5,45.5,-110.0,-110.0,45000.0,-135000.0,spread,-59.0,7,14
400547955,2014,5,regular,2014-09-27,FALSE,FALSE,Michigan State,Wyoming,Big Ten,Mountain West,fbs,fbs,56,14,-28.0,28,-7828.0,3825.0,2,away,Wyoming,Michigan State,Mountain West,Big Ten,28.0,32.0,-110.0,-110.0,3825.0,-7828.0,spread,-42.0,7,7
400547956,2014,6,regular,2014-10-05,FALSE,TRUE,Michigan State,Nebraska,Big Ten,Big Ten,fbs,fbs,27,22,-6.5,28,-255.0,215.0,14,away,Nebraska,Michigan State,Big Ten,Big Ten,6.5,8.0,-110.0,-110.0,215.0,-255.0,spread,-5.0,7,8
400547957,2014,7,regular,2014-10-11,FALSE,TRUE,Purdue,Michigan State,Big Ten,Big Ten,fbs,fbs,31,45,21.5,28,900.0,-1500.0,12,home,Purdue,Michigan State,Big Ten,Big Ten,21.5,22.0,-110.0,-110.0,900.0,-1500.0,spread,-14.0,7,6
